,Survived,Fare,FamilySize,Imputed,Pclass_2,Pclass_3,Sex_male,Age_Child,Age_Elder,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Other
402,0,9.825,1,0,0,1,0,0,0,0,1,1,0,0,0
403,0,15.85,1,0,0,1,1,0,0,0,1,0,1,0,0
404,0,8.6625,0,0,0,1,0,0,0,0,1,1,0,0,0
405,0,21.0,1,0,1,0,1,0,0,0,1,0,1,0,0
406,0,7.75,0,0,0,1,1,0,1,0,1,0,1,0,0
407,1,18.75,2,0,1,0,1,1,0,0,1,0,0,0,0
408,0,7.775,0,0,0,1,1,0,0,0,1,0,1,0,0
409,0,25.4667,4,1,0,1,0,0,0,0,1,1,0,0,0
410,0,7.8958,0,1,0,1,1,0,0,0,1,0,1,0,0
411,0,6.8583,0,1,0,1,1,0,0,1,0,0,1,0,0
412,1,90.0,1,0,0,0,0,0,0,1,0,1,0,0,0
413,0,0.0,0,1,1,0,1,0,0,0,1,0,1,0,0
414,1,7.925,0,0,0,1,1,0,0,0,1,0,1,0,0
415,0,8.05,0,1,0,1,0,0,0,0,1,0,0,1,0
416,1,32.5,2,0,1,0,0,0,0,0,1,0,0,1,0
417,1,13.0,2,0,1,0,0,0,0,0,1,1,0,0,0
418,0,13.0,0,0,1,0,1,0,0,0,1,0,1,0,0
419,0,24.15,2,0,0,1,0,1,0,0,1,1,0,0,0
420,0,7.8958,0,1,0,1,1,0,0,0,0,0,1,0,0
421,0,7.7333,0,0,0,1,1,0,0,1,0,0,1,0,0
422,0,7.875,0,0,0,1,1,0,0,0,1,0,1,0,0
423,0,14.4,2,0,0,1,0,0,0,0,1,0,0,1,0
424,0,20.2125,2,0,0,1,1,0,0,0,1,0,1,0,0
425,0,7.25,0,1,0,1,1,0,0,0,1,0,1,0,0
426,1,26.0,1,0,1,0,0,0,0,0,1,0,0,1,0
427,1,26.0,0,0,1,0,0,0,0,0,1,1,0,0,0
428,0,7.75,0,1,0,1,1,0,0,1,0,0,1,0,0
429,1,8.05,0,0,0,1,1,0,0,0,1,0,1,0,0
430,1,26.55,0,0,0,0,1,0,0,0,1,0,1,0,0
431,1,16.1,1,1,0,1,0,0,0,0,1,0,0,1,0
432,1,26.0,1,0,1,0,0,0,0,0,1,0,0,1,0
433,0,7.125,0,0,0,1,1,0,0,0,1,0,1,0,0
434,0,55.9,1,0,0,0,1,0,0,0,1,0,1,0,0
435,1,120.0,3,0,0,0,0,0,0,0,1,1,0,0,0
436,0,34.375,4,0,0,1,0,0,0,0,1,1,0,0,0
437,1,18.75,5,0,1,0,0,0,0,0,1,0,0,1,0
438,0,263.0,5,0,0,0,1,0,1,0,1,0,1,0,0
439,0,10.5,0,0,1,0,1,0,0,0,1,0,1,0,0
440,1,26.25,2,0,1,0,0,0,0,0,1,0,0,1,0
441,0,9.5,0,0,0,1,1,0,0,0,1,0,1,0,0
442,0,7.775,1,0,0,1,1,0,0,0,1,0,1,0,0
443,1,13.0,0,0,1,0,0,0,0,0,1,1,0,0,0
444,1,8.1125,0,1,0,1,1,0,0,0,1,0,1,0,0
445,1,81.8583,2,0,0,0,1,1,0,0,1,0,0,0,0
446,1,19.5,1,0,1,0,0,0,0,0,1,1,0,0,0
447,1,26.55,0,0,0,0,1,0,0,0,1,0,1,0,0
448,1,19.2583,3,0,0,1,0,1,0,0,0,1,0,0,0
449,1,30.5,0,0,0,0,1,0,1,0,1,0,0,0,1
450,0,27.75,3,0,1,0,1,0,0,0,1,0,1,0,0
451,0,19.9667,1,1,0,1,1,0,0,0,1,0,1,0,0
452,0,27.75,0,0,0,0,1,0,0,0,0,0,1,0,0
453,1,89.1042,1,0,0,0,1,0,0,0,0,0,1,0,0
454,0,8.05,0,1,0,1,1,0,0,0,1,0,1,0,0
455,1,7.8958,0,0,0,1,1,0,0,0,0,0,1,0,0
456,0,26.55,0,0,0,0,1,0,1,0,1,0,1,0,0
457,1,51.8625,1,1,0,0,0,0,0,0,1,0,0,1,0
458,1,10.5,0,0,1,0,0,0,0,0,1,1,0,0,0
459,0,7.75,0,1,0,1,1,0,0,1,0,0,1,0,0
460,1,26.55,0,0,0,0,1,0,0,0,1,0,1,0,0
461,0,8.05,0,0,0,1,1,0,0,0,1,0,1,0,0
462,0,38.5,0,0,0,0,1,0,0,0,1,0,1,0,0
463,0,13.0,0,0,1,0,1,0,0,0,1,0,1,0,0
464,0,8.05,0,1,0,1,1,0,0,0,1,0,1,0,0
465,0,7.05,0,0,0,1,1,0,0,0,1,0,1,0,0
466,0,0.0,0,1,1,0,1,0,0,0,1,0,1,0,0
467,0,26.55,0,0,0,0,1,0,1,0,1,0,1,0,0
468,0,7.725,0,1,0,1,1,0,0,1,0,0,1,0,0
469,1,19.2583,3,0,0,1,0,1,0,0,0,1,0,0,0
470,0,7.25,0,1,0,1,1,0,0,0,1,0,1,0,0
471,0,8.6625,0,0,0,1,1,0,0,0,1,0,1,0,0
472,1,27.75,3,0,1,0,0,0,0,0,1,0,0,1,0
473,1,13.7917,0,0,1,0,0,0,0,0,0,0,0,1,0
474,0,9.8375,0,0,0,1,0,0,0,0,1,1,0,0,0
475,0,52.0,0,1,0,0,1,0,0,0,1,0,1,0,0
476,0,21.0,1,0,1,0,1,0,0,0,1,0,1,0,0
477,0,7.0458,1,0,0,1,1,0,0,0,1,0,1,0,0
478,0,7.5208,0,0,0,1,1,0,0,0,1,0,1,0,0
479,1,12.2875,1,0,0,1,0,1,0,0,1,1,0,0,0
480,0,46.9,7,0,0,1,1,1,0,0,1,0,0,0,0
481,0,0.0,0,1,1,0,1,0,0,0,1,0,1,0,0
482,0,8.05,0,0,0,1,1,0,0,0,1,0,1,0,0
483,1,9.5875,0,0,0,1,0,0,1,0,1,0,0,1,0
484,1,91.0792,1,0,0,0,1,0,0,0,0,0,1,0,0
485,0,25.4667,4,1,0,1,0,0,0,0,1,1,0,0,0
486,1,90.0,1,0,0,0,0,0,0,0,1,0,0,1,0
487,0,29.7,0,0,0,0,1,0,1,0,0,0,1,0,0
488,0,8.05,0,0,0,1,1,0,0,0,1,0,1,0,0
489,1,15.9,2,0,0,1,1,1,0,0,1,0,0,0,0
490,0,19.9667,1,1,0,1,1,0,0,0,1,0,1,0,0
491,0,7.25,0,0,0,1,1,0,0,0,1,0,1,0,0
492,0,30.5,0,0,0,0,1,0,1,0,1,0,1,0,0
493,0,49.5042,0,0,0,0,1,0,1,0,0,0,1,0,0
494,0,8.05,0,0,0,1,1,0,0,0,1,0,1,0,0
495,0,14.4583,0,1,0,1,1,0,0,0,0,0,1,0,0
496,1,78.2667,1,0,0,0,0,0,1,0,0,1,0,0,0
497,0,15.1,0,1,0,1,1,0,0,0,1,0,1,0,0
498,0,151.55,3,0,0,0,0,0,0,0,1,0,0,1,0
499,0,7.7958,0,0,0,1,1,0,0,0,1,0,1,0,0
500,0,8.6625,0,0,0,1,1,0,0,0,1,0,1,0,0
501,0,7.75,0,0,0,1,0,0,0,1,0,1,0,0,0
502,0,7.6292,0,1,0,1,0,0,0,1,0,1,0,0,0
503,0,9.5875,0,0,0,1,0,0,0,0,1,1,0,0,0
504,1,86.5,0,0,0,0,0,0,0,0,1,1,0,0,0
505,0,108.9,1,0,0,0,1,0,0,0,0,0,1,0,0
506,1,26.0,2,0,1,0,0,0,0,0,1,0,0,1,0
507,1,26.55,0,1,0,0,1,0,0,0,1,0,1,0,0
508,0,22.525,0,0,0,1,1,0,0,0,1,0,1,0,0
509,1,56.4958,0,0,0,1,1,0,0,0,1,0,1,0,0
510,1,7.75,0,0,0,1,1,0,0,1,0,0,1,0,0
511,0,8.05,0,1,0,1,1,0,0,0,1,0,1,0,0
512,1,26.2875,0,0,0,0,1,0,0,0,1,0,1,0,0
513,1,59.4,1,0,0,0,0,0,1,0,0,0,0,1,0
514,0,7.4958,0,0,0,1,1,0,0,0,1,0,1,0,0
515,0,34.0208,0,0,0,0,1,0,0,0,1,0,1,0,0
516,1,10.5,0,0,1,0,0,0,0,0,1,0,0,1,0
517,0,24.15,0,1,0,1,1,0,0,1,0,0,1,0,0
518,1,26.0,1,0,1,0,0,0,0,0,1,0,0,1,0
519,0,7.8958,0,0,0,1,1,0,0,0,1,0,1,0,0
520,1,93.5,0,0,0,0,0,0,0,0,1,1,0,0,0
521,0,7.8958,0,0,0,1,1,0,0,0,1,0,1,0,0
522,0,7.225,0,1,0,1,1,0,0,0,0,0,1,0,0
523,1,57.9792,1,0,0,0,0,0,0,0,0,0,0,1,0
524,0,7.2292,0,1,0,1,1,0,0,0,0,0,1,0,0
525,0,7.75,0,0,0,1,1,0,0,1,0,0,1,0,0
526,1,10.5,0,0,1,0,0,0,0,0,1,1,0,0,0
527,0,221.7792,0,1,0,0,1,0,0,0,1,0,1,0,0
528,0,7.925,0,0,0,1,1,0,0,0,1,0,1,0,0
529,0,11.5,3,0,1,0,1,0,0,0,1,0,1,0,0
530,1,26.0,2,0,1,0,0,1,0,0,1,1,0,0,0
531,0,7.2292,0,1,0,1,1,0,0,0,0,0,1,0,0
532,0,7.2292,2,0,0,1,1,0,0,0,0,0,1,0,0
533,1,22.3583,2,1,0,1,0,0,0,0,0,0,0,1,0
534,0,8.6625,0,0,0,1,0,0,0,0,1,1,0,0,0
535,1,26.25,2,0,1,0,0,1,0,0,1,1,0,0,0
536,0,26.55,0,0,0,0,1,0,0,0,1,0,0,0,1
537,1,106.425,0,0,0,0,0,0,0,0,0,1,0,0,0
538,0,14.5,0,1,0,1,1,0,0,0,1,0,1,0,0
539,1,49.5,2,0,0,0,0,0,0,0,0,1,0,0,0
540,1,71.0,2,0,0,0,0,0,0,0,1,1,0,0,0
541,0,31.275,6,0,0,1,0,1,0,0,1,1,0,0,0
542,0,31.275,6,0,0,1,0,1,0,0,1,1,0,0,0
543,1,26.0,1,0,1,0,1,0,0,0,1,0,1,0,0
544,0,106.425,1,0,0,0,1,0,0,0,0,0,1,0,0
545,0,26.0,0,0,0,0,1,0,1,0,1,0,1,0,0
546,1,26.0,1,0,1,0,0,0,0,0,1,0,0,1,0
547,1,13.8625,0,1,1,0,1,0,0,0,0,0,1,0,0
548,0,20.525,2,0,0,1,1,0,0,0,1,0,1,0,0
549,1,36.75,2,0,1,0,1,1,0,0,1,0,0,0,0
550,1,110.8833,2,0,0,0,1,0,0,0,0,0,1,0,0
551,0,26.0,0,0,1,0,1,0,0,0,1,0,1,0,0
552,0,7.8292,0,1,0,1,1,0,0,1,0,0,1,0,0
553,1,7.225,0,0,0,1,1,0,0,0,0,0,1,0,0
554,1,7.775,0,0,0,1,0,0,0,0,1,1,0,0,0
555,0,26.55,0,0,0,0,1,0,1,0,1,0,1,0,0
556,1,39.6,1,0,0,0,0,0,0,0,0,0,0,0,1
557,0,227.525,0,1,0,0,1,0,0,0,0,0,1,0,0
558,1,79.65,2,0,0,0,0,0,0,0,1,0,0,1,0
559,1,17.4,1,0,0,1,0,0,0,0,1,0,0,1,0
560,0,7.75,0,1,0,1,1,0,0,1,0,0,1,0,0
561,0,7.8958,0,0,0,1,1,0,0,0,1,0,1,0,0
562,0,13.5,0,0,1,0,1,0,0,0,1,0,1,0,0
563,0,8.05,0,1,0,1,1,0,0,0,1,0,1,0,0
564,0,8.05,0,1,0,1,0,0,0,0,1,1,0,0,0
565,0,24.15,2,0,0,1,1,0,0,0,1,0,1,0,0
566,0,7.8958,0,0,0,1,1,0,0,0,1,0,1,0,0
567,0,21.075,4,0,0,1,0,0,0,0,1,0,0,1,0
568,0,7.2292,0,1,0,1,1,0,0,0,0,0,1,0,0
569,1,7.8542,0,0,0,1,1,0,0,0,1,0,1,0,0
570,1,10.5,0,0,1,0,1,0,1,0,1,0,1,0,0
571,1,51.4792,2,0,0,0,0,0,1,0,1,0,0,1,0
572,1,26.3875,0,0,0,0,1,0,0,0,1,0,1,0,0
573,1,7.75,0,1,0,1,0,0,0,1,0,1,0,0,0
574,0,8.05,0,0,0,1,1,0,0,0,1,0,1,0,0
575,0,14.5,0,0,0,1,1,0,0,0,1,0,1,0,0
576,1,13.0,0,0,1,0,0,0,0,0,1,1,0,0,0
577,1,55.9,1,0,0,0,0,0,0,0,1,0,0,1,0
578,0,14.4583,1,1,0,1,0,0,0,0,0,0,0,1,0
579,1,7.925,0,0,0,1,1,0,0,0,1,0,1,0,0
580,1,30.0,2,0,1,0,0,0,0,0,1,1,0,0,0
581,1,110.8833,2,0,0,0,0,0,0,0,0,0,0,1,0
582,0,26.0,0,0,1,0,1,0,1,0,1,0,1,0,0
583,0,40.125,0,0,0,0,1,0,0,0,0,0,1,0,0
584,0,8.7125,0,1,0,1,1,0,0,0,0,0,1,0,0
585,1,79.65,2,0,0,0,0,0,0,0,1,1,0,0,0
586,0,15.0,0,0,1,0,1,0,0,0,1,0,1,0,0
587,1,79.2,2,0,0,0,1,0,1,0,0,0,1,0,0
588,0,8.05,0,0,0,1,1,0,0,0,1,0,1,0,0
589,0,8.05,0,1,0,1,1,0,0,0,1,0,1,0,0
590,0,7.125,0,0,0,1,1,0,0,0,1,0,1,0,0
591,1,78.2667,1,0,0,0,0,0,1,0,0,0,0,1,0
592,0,7.25,0,0,0,1,1,0,0,0,1,0,1,0,0
593,0,7.75,2,1,0,1,0,0,0,1,0,1,0,0,0
594,0,26.0,1,0,1,0,1,0,0,0,1,0,1,0,0
595,0,24.15,2,0,0,1,1,0,0,0,1,0,1,0,0
596,1,33.0,0,1,1,0,0,0,0,0,1,1,0,0,0
597,0,0.0,0,0,0,1,1,0,0,0,1,0,1,0,0
598,0,7.225,0,1,0,1,1,0,0,0,0,0,1,0,0
599,1,56.9292,1,0,0,0,1,0,0,0,0,0,0,0,1
600,1,27.0,3,0,1,0,0,0,0,0,1,0,0,1,0
601,0,7.8958,0,1,0,1,1,0,0,0,1,0,1,0,0
602,0,42.4,0,1,0,0,1,0,0,0,1,0,1,0,0
603,0,8.05,0,0,0,1,1,0,0,0,1,0,1,0,0
604,1,26.55,0,0,0,0,1,0,0,0,0,0,1,0,0
605,0,15.55,1,0,0,1,1,0,0,0,1,0,1,0,0
606,0,7.8958,0,0,0,1,1,0,0,0,1,0,1,0,0
607,1,30.5,0,0,0,0,1,0,0,0,1,0,1,0,0
608,1,41.5792,3,0,1,0,0,0,0,0,0,0,0,1,0
609,1,153.4625,0,0,0,0,0,0,0,0,1,1,0,0,0
610,0,31.275,6,0,0,1,0,0,0,0,1,0,0,1,0
611,0,7.05,0,1,0,1,1,0,0,0,1,0,1,0,0
612,1,15.5,1,1,0,1,0,0,0,1,0,1,0,0,0
613,0,7.75,0,1,0,1,1,0,0,1,0,0,1,0,0
614,0,8.05,0,0,0,1,1,0,0,0,1,0,1,0,0
615,1,65.0,3,0,1,0,0,0,0,0,1,1,0,0,0
616,0,14.4,2,0,0,1,1,0,0,0,1,0,1,0,0
617,0,16.1,1,0,0,1,0,0,0,0,1,0,0,1,0
618,1,39.0,3,0,1,0,0,1,0,0,1,1,0,0,0
619,0,10.5,0,0,1,0,1,0,0,0,1,0,1,0,0
620,0,14.4542,1,0,0,1,1,0,0,0,0,0,1,0,0
621,1,52.5542,1,0,0,0,1,0,0,0,1,0,1,0,0
622,1,15.7417,2,0,0,1,1,0,0,0,0,0,1,0,0
623,0,7.8542,0,0,0,1,1,0,0,0,1,0,1,0,0
624,0,16.1,0,0,0,1,1,0,0,0,1,0,1,0,0
625,0,32.3208,0,0,0,0,1,0,1,0,1,0,1,0,0
626,0,12.35,0,0,1,0,1,0,1,1,0,0,0,0,1
627,1,77.9583,0,0,0,0,0,0,0,0,1,1,0,0,0
628,0,7.8958,0,0,0,1,1,0,0,0,1,0,1,0,0
629,0,7.7333,0,1,0,1,1,0,0,1,0,0,1,0,0
630,1,30.0,0,0,0,0,1,0,1,0,1,0,1,0,0
631,0,7.0542,0,0,0,1,1,0,1,0,1,0,1,0,0
632,1,30.5,0,0,0,0,1,0,0,0,0,0,0,0,1
633,0,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0
634,0,27.9,5,0,0,1,0,1,0,0,1,1,0,0,0
635,1,13.0,0,0,1,0,0,0,0,0,1,1,0,0,0
636,0,7.925,0,0,0,1,1,0,0,0,1,0,1,0,0
637,0,26.25,2,0,1,0,1,0,0,0,1,0,1,0,0
638,0,39.6875,5,0,0,1,0,0,0,0,1,0,0,1,0
639,0,16.1,1,1,0,1,1,0,0,0,1,0,1,0,0
640,0,7.8542,0,0,0,1,1,0,0,0,1,0,1,0,0
641,1,69.3,0,0,0,0,0,0,0,0,0,1,0,0,0
642,0,27.9,5,0,0,1,0,1,0,0,1,1,0,0,0
643,1,56.4958,0,1,0,1,1,0,0,0,1,0,1,0,0
644,1,19.2583,3,0,0,1,0,1,0,0,0,1,0,0,0
645,1,76.7292,1,0,0,0,1,0,0,0,0,0,1,0,0
646,0,7.8958,0,0,0,1,1,0,0,0,1,0,1,0,0
647,1,35.5,0,0,0,0,1,0,1,0,0,0,0,0,0
648,0,7.55,0,1,0,1,1,0,0,0,1,0,1,0,0
649,1,7.55,0,0,0,1,0,0,0,0,1,1,0,0,0
650,0,7.8958,0,1,0,1,1,0,0,0,1,0,1,0,0
651,1,23.0,1,0,1,0,0,0,0,0,1,1,0,0,0
652,0,8.4333,0,0,0,1,1,0,0,0,1,0,1,0,0
653,1,7.8292,0,1,0,1,0,0,0,1,0,1,0,0,0
654,0,6.75,0,0,0,1,0,0,0,1,0,1,0,0,0
655,0,73.5,2,0,1,0,1,0,0,0,1,0,1,0,0
656,0,7.8958,0,1,0,1,1,0,0,0,1,0,1,0,0
657,0,15.5,2,0,0,1,0,0,0,1,0,0,0,1,0
658,0,13.0,0,0,1,0,1,0,0,0,1,0,1,0,0
659,0,113.275,2,0,0,0,1,0,1,0,0,0,1,0,0
660,1,133.65,2,0,0,0,1,0,0,0,1,0,0,0,1
661,0,7.225,0,0,0,1,1,0,0,0,0,0,1,0,0
662,0,25.5875,0,0,0,0,1,0,0,0,1,0,1,0,0
663,0,7.4958,0,0,0,1,1,0,0,0,1,0,1,0,0
664,1,7.925,1,0,0,1,1,0,0,0,1,0,1,0,0
665,0,73.5,2,0,1,0,1,0,0,0,1,0,1,0,0
666,0,13.0,0,0,1,0,1,0,0,0,1,0,1,0,0
667,0,7.775,0,1,0,1,1,0,0,0,1,0,1,0,0
668,0,8.05,0,0,0,1,1,0,0,0,1,0,1,0,0
669,1,52.0,1,1,0,0,0,0,0,0,1,0,0,1,0
670,1,39.0,2,0,1,0,0,0,0,0,1,0,0,1,0
671,0,52.0,1,0,0,0,1,0,0,0,1,0,1,0,0
672,0,10.5,0,0,1,0,1,0,1,0,1,0,1,0,0
673,1,13.0,0,0,1,0,1,0,0,0,1,0,1,0,0
674,0,0.0,0,1,1,0,1,0,0,0,1,0,1,0,0
675,0,7.775,0,0,0,1,1,0,0,0,1,0,1,0,0
676,0,8.05,0,0,0,1,1,0,0,0,1,0,1,0,0
677,1,9.8417,0,0,0,1,0,0,0,0,1,1,0,0,0
678,0,46.9,7,0,0,1,0,0,0,0,1,0,0,1,0
679,1,512.3292,1,0,0,0,1,0,0,0,0,0,1,0,0
680,0,8.1375,0,1,0,1,0,0,0,1,0,1,0,0,0
681,1,76.7292,0,0,0,0,1,0,0,0,0,0,1,0,0
682,0,9.225,0,0,0,1,1,0,0,0,1,0,1,0,0
683,0,46.9,7,0,0,1,1,0,0,0,1,0,1,0,0
684,0,39.0,2,0,1,0,1,0,1,0,1,0,1,0,0
685,0,41.5792,3,0,1,0,1,0,0,0,0,0,1,0,0
686,0,39.6875,5,0,0,1,1,0,0,0,1,0,1,0,0
687,0,10.1708,0,0,0,1,1,0,0,0,1,0,1,0,0
688,0,7.7958,0,0,0,1,1,0,0,0,1,0,1,0,0
689,1,211.3375,1,0,0,0,0,0,0,0,1,1,0,0,0
690,1,57.0,1,0,0,0,1,0,0,0,1,0,1,0,0
691,1,13.4167,1,0,0,1,0,1,0,0,0,1,0,0,0
692,1,56.4958,0,1,0,1,1,0,0,0,1,0,1,0,0
693,0,7.225,0,0,0,1,1,0,0,0,0,0,1,0,0
694,0,26.55,0,0,0,0,1,0,1,0,1,0,0,0,0
695,0,13.5,0,0,1,0,1,0,1,0,1,0,1,0,0
696,0,8.05,0,0,0,1,1,0,0,0,1,0,1,0,0
697,1,7.7333,0,1,0,1,0,0,0,1,0,1,0,0,0
698,0,110.8833,2,0,0,0,1,0,0,0,0,0,1,0,0
699,0,7.65,0,0,0,1,1,0,0,0,1,0,1,0,0
700,1,227.525,1,0,0,0,0,0,0,0,0,0,0,1,0
701,1,26.2875,0,0,0,0,1,0,0,0,1,0,1,0,0
702,0,14.4542,1,0,0,1,0,0,0,0,0,1,0,0,0
703,0,7.7417,0,0,0,1,1,0,0,1,0,0,1,0,0
704,0,7.8542,1,0,0,1,1,0,0,0,1,0,1,0,0
705,0,26.0,0,0,1,0,1,0,0,0,1,0,1,0,0
706,1,13.5,0,0,1,0,0,0,0,0,1,0,0,1,0
707,1,26.2875,0,0,0,0,1,0,0,0,1,0,1,0,0
708,1,151.55,0,0,0,0,0,0,0,0,1,1,0,0,0
709,1,15.2458,2,1,0,1,1,0,0,0,0,0,0,0,0
710,1,49.5042,0,0,0,0,0,0,0,0,0,1,0,0,0
711,0,26.55,0,1,0,0,1,0,0,0,1,0,1,0,0
712,1,52.0,1,0,0,0,1,0,0,0,1,0,1,0,0
713,0,9.4833,0,0,0,1,1,0,0,0,1,0,1,0,0
714,0,13.0,0,0,1,0,1,0,1,0,1,0,1,0,0
715,0,7.65,0,0,0,1,1,0,0,0,1,0,1,0,0
716,1,227.525,0,0,0,0,0,0,0,0,0,1,0,0,0
717,1,10.5,0,0,1,0,0,0,0,0,1,1,0,0,0
718,0,15.5,0,1,0,1,1,0,0,1,0,0,1,0,0
719,0,7.775,0,0,0,1,1,0,0,0,1,0,1,0,0
720,1,33.0,1,0,1,0,0,1,0,0,1,1,0,0,0
721,0,7.0542,1,0,0,1,1,0,0,0,1,0,1,0,0
722,0,13.0,0,0,1,0,1,0,0,0,1,0,1,0,0
723,0,13.0,0,0,1,0,1,0,0,0,1,0,1,0,0
724,1,53.1,1,0,0,0,1,0,0,0,1,0,1,0,0
725,0,8.6625,0,0,0,1,1,0,0,0,1,0,1,0,0
726,1,21.0,3,0,1,0,0,0,0,0,1,0,0,1,0
727,1,7.7375,0,1,0,1,0,0,0,1,0,1,0,0,0
728,0,26.0,1,0,1,0,1,0,0,0,1,0,1,0,0
729,0,7.925,1,0,0,1,0,0,0,0,1,1,0,0,0
730,1,211.3375,0,0,0,0,0,0,0,0,1,1,0,0,0
731,0,18.7875,0,0,0,1,1,1,0,0,0,0,1,0,0
732,0,0.0,0,1,1,0,1,0,0,0,1,0,1,0,0
733,0,13.0,0,0,1,0,1,0,0,0,1,0,1,0,0
734,0,13.0,0,0,1,0,1,0,0,0,1,0,1,0,0
735,0,16.1,0,0,0,1,1,0,0,0,1,0,1,0,0
736,0,34.375,4,0,0,1,0,0,0,0,1,0,0,1,0
737,1,512.3292,0,0,0,0,1,0,0,0,0,0,1,0,0
738,0,7.8958,0,1,0,1,1,0,0,0,1,0,1,0,0
739,0,7.8958,0,1,0,1,1,0,0,0,1,0,1,0,0
740,1,30.0,0,1,0,0,1,0,0,0,1,0,1,0,0
741,0,78.85,1,0,0,0,1,0,0,0,1,0,1,0,0
742,1,262.375,4,0,0,0,0,0,0,0,0,1,0,0,0
743,0,16.1,1,0,0,1,1,0,0,0,1,0,1,0,0
744,1,7.925,0,0,0,1,1,0,0,0,1,0,1,0,0
745,0,71.0,2,0,0,0,1,0,1,0,1,0,0,0,1
746,0,20.25,2,0,0,1,1,0,0,0,1,0,1,0,0
747,1,13.0,0,0,1,0,0,0,0,0,1,1,0,0,0
748,0,53.1,1,0,0,0,1,0,0,0,1,0,1,0,0
749,0,7.75,0,0,0,1,1,0,0,1,0,0,1,0,0
750,1,23.0,2,0,1,0,0,1,0,0,1,1,0,0,0
751,1,12.475,1,0,0,1,1,1,0,0,1,0,0,0,0
752,0,9.5,0,0,0,1,1,0,0,0,1,0,1,0,0
753,0,7.8958,0,0,0,1,1,0,0,0,1,0,1,0,0
754,1,65.0,3,0,1,0,0,0,0,0,1,0,0,1,0
755,1,14.5,2,0,1,0,1,1,0,0,1,0,0,0,0
756,0,7.7958,0,0,0,1,1,0,0,0,1,0,1,0,0
757,0,11.5,0,0,1,0,1,0,0,0,1,0,1,0,0
758,0,8.05,0,0,0,1,1,0,0,0,1,0,1,0,0
759,1,86.5,0,0,0,0,0,0,0,0,1,0,0,0,1
760,0,14.5,0,1,0,1,1,0,0,0,1,0,1,0,0
761,0,7.125,0,0,0,1,1,0,0,0,1,0,1,0,0
762,1,7.2292,0,0,0,1,1,0,0,0,0,0,1,0,0
763,1,120.0,3,0,0,0,0,0,0,0,1,0,0,1,0
764,0,7.775,0,0,0,1,1,0,0,0,1,0,1,0,0
765,1,77.9583,1,0,0,0,0,0,1,0,1,0,0,1,0
766,0,39.6,0,1,0,0,1,0,0,0,0,0,0,0,1
767,0,7.75,0,0,0,1,0,0,0,1,0,1,0,0,0
768,0,24.15,1,1,0,1,1,0,0,1,0,0,1,0,0
769,0,8.3625,0,0,0,1,1,0,0,0,1,0,1,0,0
770,0,9.5,0,0,0,1,1,0,0,0,1,0,1,0,0
771,0,7.8542,0,0,0,1,1,0,0,0,1,0,1,0,0
772,0,10.5,0,0,1,0,0,0,1,0,1,0,0,1,0
773,0,7.225,0,1,0,1,1,0,0,0,0,0,1,0,0
774,1,23.0,4,0,1,0,0,0,1,0,1,0,0,1,0
775,0,7.75,0,0,0,1,1,0,0,0,1,0,1,0,0
776,0,7.75,0,1,0,1,1,0,0,1,0,0,1,0,0
777,1,12.475,0,0,0,1,0,1,0,0,1,1,0,0,0
778,0,7.7375,0,1,0,1,1,0,0,1,0,0,1,0,0
779,1,211.3375,1,0,0,0,0,0,0,0,1,0,0,1,0
780,1,7.2292,0,0,0,1,0,0,0,0,0,1,0,0,0
781,1,57.0,1,0,0,0,0,0,0,0,1,0,0,1,0
782,0,30.0,0,0,0,0,1,0,0,0,1,0,1,0,0
783,0,23.45,3,1,0,1,1,0,0,0,1,0,1,0,0
784,0,7.05,0,0,0,1,1,0,0,0,1,0,1,0,0
785,0,7.25,0,0,0,1,1,0,0,0,1,0,1,0,0
786,1,7.4958,0,0,0,1,0,0,0,0,1,1,0,0,0
787,0,29.125,5,0,0,1,1,1,0,1,0,0,0,0,0
788,1,20.575,3,0,0,1,1,1,0,0,1,0,0,0,0
789,0,79.2,0,0,0,0,1,0,0,0,0,0,1,0,0
790,0,7.75,0,1,0,1,1,0,0,1,0,0,1,0,0
791,0,26.0,0,0,1,0,1,0,0,0,1,0,1,0,0
792,0,69.55,10,1,0,1,0,0,0,0,1,1,0,0,0
793,0,30.6958,0,1,0,0,1,0,0,0,0,0,1,0,0
794,0,7.8958,0,0,0,1,1,0,0,0,1,0,1,0,0
795,0,13.0,0,0,1,0,1,0,0,0,1,0,1,0,0
796,1,25.9292,0,0,0,0,0,0,0,0,1,0,0,0,1
797,1,8.6833,0,0,0,1,0,0,0,0,1,0,0,1,0
798,0,7.2292,0,0,0,1,1,0,0,0,0,0,1,0,0
799,0,24.15,2,0,0,1,0,0,0,0,1,0,0,1,0
800,0,13.0,0,0,1,0,1,0,0,0,1,0,1,0,0
801,1,26.25,2,0,1,0,0,0,0,0,1,0,0,1,0
802,1,120.0,3,0,0,0,1,1,0,0,1,0,0,0,0
803,1,8.5167,1,0,0,1,1,1,0,0,0,0,0,0,0
804,1,6.975,0,0,0,1,1,0,0,0,1,0,1,0,0
805,0,7.775,0,0,0,1,1,0,0,0,1,0,1,0,0
806,0,0.0,0,0,0,0,1,0,0,0,1,0,1,0,0
